Address,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY/OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,SEX OFFENSES FORCIBLE,SEX OFFENSES NON FORCIBLE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS
SAN JOSE AV / 25TH ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GIRARD ST / WOOLSEY ST,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
1000 Block of PIERCE ST,0,3,0,0,0,0,0,6,0,0,0,0,0,1,0,0,11,0,0,8,5,4,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,2,0
PARNASSUS AV / SHRADER ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Block of ALLSTON WY,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
1900 Block of 45TH AV,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,0,1,0,0,3,5,2,1
2400 Block of GREEN ST,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0
QUINT ST / DAVIDSON AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600 Block of 7TH ST,0,3,0,0,4,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,0,0,5,0,2,0
200 Block of LAUSSAT ST,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0
HUGO ST / 7TH AV,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23RD AV / IRVING ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
1200 Block of LANE ST,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0
400 Block of GARCES DR,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
600 Block of GOETTINGEN ST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0
CABRILLO ST / 34TH AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
600 Block of DOLORES ST,0,7,0,0,3,3,0,19,1,0,0,0,0,2,0,0,3,0,0,2,8,20,0,0,0,0,0,1,0,0,1,0,4,0,4,1,7,15,0
900 Block of MONTGOMERY ST,0,5,0,0,3,1,0,0,0,0,0,0,0,3,0,0,8,0,0,0,4,4,0,0,3,2,0,0,0,0,0,0,2,0,0,2,5,1,1
SCOTT ST / OFARRELL ST,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0
1000 Block of KANSAS ST,0,2,0,0,2,0,0,1,0,0,0,0,1,1,0,0,7,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,2,0,0,2,6,0,0
1000 Block of 23RD ST,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1
700 Block of SILLIMAN ST,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,2,0,0,3,4,0,0
SHOTWELL ST / 24TH ST,0,2,0,0,0,0,0,5,4,0,0,0,1,0,0,0,2,4,0,0,3,14,0,1,0,0,0,1,0,0,0,0,2,0,0,2,2,7,0
BROADWAY ST / TURK MURPHY LN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Block of ALMA ST,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,0,0
2900 Block of LINCOLN WY,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400 Block of MONTEREY BL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RANDOLPH ST / ARCH ST,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0,1,0,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1
MCCOPPIN ST / VALENCIA ST,0,3,0,0,0,0,0,6,1,0,0,0,0,0,0,0,15,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,2,1
1100 Block of BOWDOIN ST,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,2,0,1
BURKE AV / 3RD ST,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500 Block of HOLLOWAY AV,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,157,11,9,0,0,0,2,17,2,1,0,0,0,3,0,1,5,4,2,0
2500 Block of 45TH AV,0,5,0,0,1,0,0,0,0,0,0,0,2,2,0,0,6,0,0,4,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,4,2,0
BROADWAY ST / PIERCE ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BUENAVISTAWEST AV / JAVA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ULLOA ST / 25TH AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100 Block of STEVENSON ST,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0
FOLSOM ST / HALLAM ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FONT BL / GONZALEZ DR,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
INGALLS ST / EGBERT AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
JAMESTOWN AV / HAWES ST,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0
1100 Block of SACRAMENTO ST,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,0,11,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1100 Block of TENNESSEE ST,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,6,0,0,1,0,0,0,1,0,0,0,2,0,0,3,4,1,0
3500 Block of LAWTON ST,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15TH AV / SANTIAGO ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
100 Block of HEMLOCK ST,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,17,0,0,0,4,3,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,9,0
100 Block of FARRAGUT AV,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0
DESOTO ST / HOLLOWAY AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300 Block of 25TH ST,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0
CASHMERE ST / HUDSON AV,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
31ST AV / CALIFORNIA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NORTHPOINT ST / BAKER ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800 Block of PORTOLA DR,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
26TH ST / FLORIDA ST,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2400 Block of LAKE ST,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
FLORIDA ST / 22ND ST,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,1,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,4,0
300 Block of PAUL AV,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0
18TH ST / LAPIDGE ST,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
KITTREDGE TR / GOLDEN GATE AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000 Block of JUDAH ST,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0
KERN ST / BROMPTON AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100 Block of HICKORY ST,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,3,1
3700 Block of CESAR CHAVEZ ST,0,3,0,0,4,0,0,1,0,0,0,0,2,3,0,0,14,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,0,0
100 Block of ORIZABA AV,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0
500 Block of 43RD AV,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
GREEN ST / FRANKLIN ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
HYDE ST / UNITEDNATIONS PZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400 Block of HAMPSHIRE ST,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2700 Block of GEARY BL,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
EXCELSIOR AV / ATHENS ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
2900 Block of IRVING ST,0,1,0,0,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0 Block of WOODHAVEN CT,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0
0 Block of WESTVIEW AV,0,8,0,0,1,0,0,0,2,0,0,0,2,0,0,1,1,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,1
1700 Block of PACIFIC AV,0,2,0,0,15,0,1,0,0,0,0,0,2,2,0,1,10,0,0,2,4,1,0,0,0,0,0,1,0,0,1,0,4,0,1,2,3,1,0
DUBOCE AV / DIVISADERO ST,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200 Block of FOOTE AV,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Block of HOPKINS AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900 Block of 10TH AV,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,1,0,0,5,3,0,0
2200 Block of 39TH AV,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
FOLSOM ST / ALEMANY BL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700 Block of BRUNSWICK ST,0,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,3,1,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0
POPE ST / MISSION ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PARIS ST / GENEVA AV,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1
400 Block of HARVARD ST,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
19TH AV / ANZA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
BUCHANAN ST / GEARY BL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NEWHALL ST / FAIRFAX AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44TH AV / KIRKHAM ST,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
600 Block of ARBALLO DR,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0
BUCHANAN ST / IVY ST,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1600 Block of KEITH ST,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0
OTSEGO AV / ONONDAGA AV,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0 Block of ROME ST,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1500 Block of 37TH AV,0,2,0,0,3,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,0,0
6TH ST / CLARA ST,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
LEXINGTON ST / 21ST ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
LYON ST / JACKSON ST,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
1800 Block of 14TH AV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600 Block of JACKSON ST,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CESAR CHAVEZ ST / MINNESOTA ST,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3000 Block of OCTAVIA ST,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0
UNION ST / LARKIN ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,1,6,1,0
3900 Block of 20TH ST,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0
TAYLOR ST / GREEN ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0
ANZA ST / 26TH AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31ST AV / BALBOA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0 Block of SCOTIA AV,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,5,0,0,0,1,0,1,0,0,0,0,1,0,0,2,3,1,1
GLENVIEW DR / PORTOLA DR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46TH AV / SLOAT BL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUERRERO ST / 21ST ST,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
MARKET ST / RESERVOIR ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
WATERLOO ST / LOOMIS ST,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JULES AV / LAKEVIEW AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
LARKIN ST / JACKSON ST,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,0
700 Block of MARIPOSA ST,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0
BAKER ST / LOMBARD ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
STEINER ST / SERVICE ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHATTANOOGA ST / 23RD ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
600 Block of GARFIELD ST,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0
SHANNON ST / OFARRELL ST,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1
400 Block of MONTICELLO ST,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CHESTNUT ST / MALLORCA WY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200 Block of WAWONA ST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,0,0
LAKEVIEW AV / LEE AV,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
OCEAN AV / 20TH AV,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43RD AV / GEARY BL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600 Block of THORNTON AV,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,6,6,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,0
CHESTNUT ST / COLUMBUS AV,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
500 Block of IRVING ST,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1
2500 Block of BRODERICK ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VICENTE ST / 24TH AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
DOLORES ST / 23RD ST,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0
LAGUNA ST / TURK ST,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,33,0,0,0,3,16,0,0,0,0,0,1,0,0,0,0,1,0,0,12,3,1,1
GIRARD ST / WAYLAND ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
48TH AV / QUINTARA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRIGHT ST / SHIELDS ST,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4TH ST / STOCKTON ST,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29TH ST / CASTRO ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
32ND AV / MARVEL CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000 Block of SAN BRUNO AV,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2
200 Block of GATES ST,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,3,0,0,3,4,0,0
27TH ST / CHURCH ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
THOMAS AV / HAWES ST,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
200 Block of AMAZON AV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
300 Block of SCOTT ST,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0
